City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Bengaluru,19.32,26.98,9.68,16.01,16.88,23.632857142857144,0.96,5.35,15.82,0.06,0.56,0.82,52.0
Gurugram,181.36,395.4,5.93,34.12,20.744815950920245,39.69,0.69,30.42,53.66,0.03,2.75,10.64,357.0
Bengaluru,46.12,158.04,12.75,33.94,0.0,17.7,1.22,4.01,43.76,5.39,2.86,0.82,133.0
Gurugram,83.99,395.4,4.81,24.35,17.215,39.69,0.88,6.86,26.71,0.04,4.41,10.64,182.0
Visakhapatnam,39.34,91.6,15.02,39.76,33.36,8.29,0.89,5.25,16.05,5.12,17.24,4.39,96.0
Other Cities,34.15,71.94,1.64,15.46,9.56,8.67,0.95,10.28,51.22,0.14,1.45,0.36,77.0
Other Cities,42.46,65.39,1.72,12.17,7.87,14.75,0.73,17.09,55.17,0.79,2.12,0.11,82.0
Jorapokhar,23.9,150.2,25.28,10.49,23.85,8.96,0.37,18.6,29.4,1.01,2.76,0.82,138.0
Lucknow,72.64,97.965,7.54,19.11,21.846105263157888,8.91,1.33,7.0,114.72,2.26,5.336666666666666,0.82,180.0
Other Cities,24.07,115.13,31.62,3.09,27.21,20.04,2.39,43.62,19.41,0.0,0.0,4.88,108.0
Bengaluru,30.65,70.46,9.08,15.12,15.97,3.79,29.93,16.57,48.26,155.68,32.63,0.82,91.0
Lucknow,268.78,97.965,10.64,18.37,4.81,8.91,2.77,7.68,49.03,25.807399999999998,45.69139999999999,0.82,422.0
Mumbai,25.5,58.53,123.26,8.94,79.10987096774194,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Jaipur,49.5,152.0,9.69,18.3,22.39,19.28,0.44,9.54,50.65,0.78,1.77,0.82,118.0
Other Cities,88.36,159.49,10.69,0.09,22.83,7.02,1.27,25.13,8.19,18.5,0.5,0.13,308.0
Mumbai,25.5,58.53,123.26,8.94,132.00187096774195,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Ahmedabad,62.39,116.84,14.39,14.9,16.14,16.645,14.39,60.87,24.18,20.566399999999998,101.5176,19.7116,520.0
Bengaluru,68.76666666666667,122.73,12.34,29.19,0.0,55.32,0.51,4.42,28.05625,0.37375,5.706,0.82,114.0
Bengaluru,139.72375,39.43,9.54,23.36,17.74,15.33,1.48,2.96,32.596666666666664,2.0966666666666667,38.52,0.82,54.0
Thiruvananthapuram,36.26,58.64,10.44,25.2,30.68,10.46,0.99,5.74,42.28,1.01,2.76,0.82,86.0
Jorapokhar,217.13,38.06666666666666,6.816666666666666,22.125,23.85,6.75,0.29,12.771666666666667,6.898571428571428,1.01,2.76,0.82,40.14285714285714
Amritsar,49.03,122.91,15.45,18.11,32.28,11.81,0.62,35.660576923076924,22.24,4.71,2.12,7.05,111.0
Gurugram,120.47,395.4,3.1,8.04,8.69,39.69,1.67,5.26,16.52,0.86,8.63,10.64,202.0
Patna,114.5,158.08,1.86,3.19,5.05,49.8,1.33,4.01,15.59,0.11,0.51,0.18,272.0
Ahmedabad,59.96,177.71,40.14,69.61,82.74,16.645,40.14,64.63,13.0,2.14,32.05,0.52,629.0
Amritsar,47.88,114.7,25.43,30.98,48.25,12.91,0.0,2.9562068965517243,5.09,6.32,1.13,5.08,73.0
Ahmedabad,38.71,88.47,10.39,16.11,15.61,16.645,10.39,34.63,23.56,1.15,31.37,1.04,483.0
Gurugram,63.79,101.496,7.45,4.81,11.57,39.69,0.3,56.13,36.34,2.0,6.0,10.64,115.0
Visakhapatnam,24.41,82.32,21.6,29.55,33.27,9.73,0.79,14.27,6.81,4.98,9.74,5.42,63.0
Hyderabad,38.13,69.42,3.8,18.95,12.23,10.45,0.51,9.04,31.37,1.54,7.82,0.42,73.0
Chennai,40.91,48.55,9.23,12.85,22.08,83.04,0.88,7.04,29.96,0.08,0.39,0.82,70.0
Bengaluru,24.44,70.46,4.63,10.0,8.6,10.06,2.89,15.96,9.61,16.78,2.54,0.82,51.0
Patna,100.96,158.08,34.71,25.29,59.37,49.8,1.09,5.4,10.85,0.26,1.94,0.68,154.0
Lucknow,28.26,97.965,9.83,27.73,22.52,29.67,1.08,6.31,12.88,0.25,0.35,0.82,78.0
Chennai,76.63,48.55,19.61,23.74,33.94,21.44,0.91,9.2,25.37,0.0,5.14,0.82,143.0
Patna,60.82,158.08,16.5,80.54,30.87,49.8,1.09,39.85,47.48,3.19,39.73,12.91,116.0
Chennai,35.03,50.72,9.87,15.91,20.76,29.68,0.87,5.7,32.64,0.02,0.09,0.82,73.0
Other Cities,42.09,82.64,11.39,31.8,43.24,21.18,0.63,14.56,62.06,6.08,14.16,1.75,139.0
Other Cities,12.45,20.53,1.24,6.97,4.32,1.38,0.39,15.7,30.37,0.0,1.44,0.19,37.0
Thiruvananthapuram,57.42,84.26,1.54,11.85,7.51,7.65,0.91,5.66,33.61,1.01,2.76,0.82,132.0
Patna,99.86596385542168,158.08,6.463132530120482,20.695361445783135,25.305903614457833,49.8,0.0,5.369638554216868,19.136265060240966,0.0,0.0,0.0,234.31395348837208
Hyderabad,63.6,97.16,7.96,25.39,9.13,27.36,0.33,19.58,55.87,0.09,1.61,0.62,129.0
Ahmedabad,89.63,141.54,9.92,141.29,76.32,16.645,9.92,124.11,70.9,14.07,48.33,4.11,384.0
Ahmedabad,46.84,83.85,6.05,114.63,62.81,16.645,6.05,118.83,91.42,1.15,23.37,2.04,249.0
Lucknow,55.45,97.965,7.97,23.03,18.86,11.71,1.37,5.98,31.84,0.66,1.39,0.82,114.0
Chennai,32.92,48.55,6.14,11.21,17.35,66.43,1.06,21.39,21.84,0.0,0.0,0.82,75.0
Ahmedabad,111.43297058823529,141.54,100.90464788732396,21.41470422535211,35.19744117647059,16.645,100.90464788732396,64.2089014084507,24.976176470588236,0.0,0.0,0.0,213.10557184750732
Other Cities,126.66,184.73,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,0.1,306.0
Delhi,92.04,170.33,31.8,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19,0.33,203.0
Ahmedabad,160.28305882352942,141.54,30.26605633802817,14.88388732394366,24.202117647058824,16.645,30.26605633802817,65.70729577464789,32.55764705882353,0.0,0.0,0.0,324.9648093841642
Hyderabad,47.03,93.0,12.91,14.68,27.59,24.94,0.3,3.4,18.77,0.31,4.91,0.56,120.0
Mumbai,25.5,58.53,123.26,8.94,28.69,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Other Cities,92.57,157.2,27.42,21.17,45.81,40.39,2.4,13.81,6.5,13.17,39.21,0.10333333333333333,238.0
Patna,79.05873493975903,158.08,6.049638554216867,22.40765060240964,20.566626506024097,49.8,0.0,6.7373493975903616,17.429277108433737,0.0,0.0,0.0,147.3372093023256
Thiruvananthapuram,15.69,35.89,3.73,5.86,3.19,1.78,1.0,5.19,35.44,1.01,2.76,0.82,74.0
Delhi,248.54,377.61,35.56,61.57,4.24,55.17,1.36,14.42,66.31,3.79,8.2,0.39,394.0
Lucknow,162.39,97.965,9.36,18.2,3.92,8.91,2.46,6.0,51.92,0.34,1.02,0.82,324.0
Hyderabad,47.03,93.0,4.21,22.02,26.23,24.94,0.31,9.09,28.56,0.52,5.14,0.53,120.0
Patna,100.96,158.08,24.47,17.43,42.03,49.8,1.34,5.53,8.02,18.7,10.5975,10.5075,154.0
Patna,92.47,158.08,13.65,17.36,31.04,49.8,1.23,5.19,10.2,0.13,0.75,0.27,189.0
Ahmedabad,126.41646551724138,141.54,6.804008620689656,31.871206896551723,38.66534482758621,16.645,6.804008620689656,26.60948275862069,47.18400862068965,9.426508620689656,20.452068965517242,4.264137931034483,353.931330472103
Visakhapatnam,45.73,92.35,23.78,40.62,38.55,14.28,1.06,22.14,26.02,7.23,14.21,6.92,90.0
Other Cities,11.87,30.24,1.0,2.35,2.39,1.72,2.42,2.65,13.85,0.0,0.0,0.27,109.0
Visakhapatnam,75.54,126.76,3.12,27.0,16.91,14.8,1.14,6.7,78.9,4.66,7.67,1.09,143.0
Chennai,36.8,48.55,9.64,12.5,16.49,127.14543689320388,1.61,4.8,17.04,0.99,4.12,0.82,126.0
Chennai,41.41,48.55,9.49,10.46,11.07,59.88747572815535,0.11,6.53,14.69,0.02,0.02,0.82,70.0
Chennai,51.55,48.55,5.14,18.75,17.09,45.49,1.56,11.53,31.29,0.03727272727272728,0.27,0.82,143.0
Amritsar,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.0,78.0
Lucknow,139.29,97.965,10.67,42.64,31.15,52.54,0.85,13.4,58.37,1.32,0.76,0.82,324.0
Lucknow,168.23,97.965,5.74,13.61,4.22,8.91,7.45,6.23,50.12,111.97800000000001,126.614,0.82,377.0
Mumbai,25.5,58.53,191.83290322580643,8.94,57.73,7.21,1.18,68.43,66.1,0.0,0.0,0.0,73.0
Ahmedabad,98.31885294117647,141.54,119.8680281690141,23.167943661971833,38.149205882352945,16.645,119.8680281690141,63.80664788732394,22.940882352941173,0.0,0.0,0.0,183.07624633431084
Bengaluru,37.61,124.94,4.72,33.21,0.0,25.52,0.67,4.83,39.25,2.71,2.18,0.82,95.0
Patna,100.96,158.08,17.89,16.92,34.59,49.8,0.98,5.86,10.36,0.26,1.87,0.74,154.0
Patna,229.94,158.08,13.444,29.48,30.178,49.8,1.92,8.87,15.06,3.3,7.61,6.29,362.0
Gurugram,163.89,386.66,8.88,27.3,20.65,39.69,0.13,1.8543478260869564,47.92,2.65,4.860950570342205,10.64,274.0
Ahmedabad,117.44387931034483,141.54,7.273405172413793,31.586724137931036,38.85120689655172,16.645,7.273405172413793,24.185689655172414,46.11340517241379,8.520905172413794,18.487241379310344,3.85448275862069,346.09442060085837
Patna,273.62,158.08,12.238,32.84,34.596000000000004,49.8,2.14,8.6,18.34,3.79,7.54,6.22,412.0
Thiruvananthapuram,21.91,50.41,2.97,5.3,5.24,2.31,1.13,6.51,35.73,1.01,2.76,0.82,69.0
Patna,89.93524096385542,158.08,6.26578313253012,21.512590361445785,23.04397590361446,49.8,0.0,6.022409638554217,18.32156626506024,0.0,0.0,0.0,192.80232558139534
Amritsar,139.65,226.33,17.01,10.01,26.75,13.1,0.31,10.92,16.02,3.44,4.23,1.98,321.0
Gurugram,55.54,94.42,4.16,13.71,10.97,16.73,0.81,7.78,67.79,5.46,3.24,2.49,130.0
Lucknow,179.82,97.965,7.0,72.6,6.24,8.91,1.73,3.88,83.59,3.77,9.59,0.82,369.0
Hyderabad,75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,0.04,0.78,0.29,158.0
Other Cities,59.41,120.36,34.67,22.14,25.26,54.54,1.53,7.2,28.22,0.0,4.35,0.35,130.0
Jaipur,50.51,106.78,5.59,35.28,34.34,27.64,0.83,12.97,64.82,4.35,7.66,0.82,108.0
Hyderabad,47.03,93.0,12.51,26.4,38.9,24.94,0.57,5.27,23.21,0.79,13.48,1.63,120.0
Bengaluru,39.33,93.68,8.88,29.13,27.99,18.45,0.94,4.23,49.37,1.31,3.94,0.82,120.0
Other Cities,113.34,183.53,43.93,103.33,144.71,48.66,1.0,12.89,37.06,2.93,8.69,0.125,240.0
Lucknow,185.35,97.965,9.71,38.08,26.99,31.5,0.89,6.86,27.44,0.04,0.27,0.82,383.0
Hyderabad,39.69,87.82,4.44,41.84,25.69,18.14,0.71,5.62,42.72,1.24,5.96,1.41,88.0
Lucknow,66.67,97.965,6.56,26.45,18.38,34.32,0.77,6.41,24.59,0.27,0.44,0.82,170.0
Thiruvananthapuram,31.49,59.96,6.37,17.69,17.78,7.33,1.05,7.67,44.33,1.01,2.76,0.82,74.0
Chennai,26.42,39.3,7.25,12.96,19.59,33.2,1.1,7.29,68.51,0.1,0.07,0.82,95.0
Visakhapatnam,53.08,100.93,2.99,33.47,20.15,10.77,0.75,8.3,84.27,3.99,10.49,1.62,106.0
Jorapokhar,217.13,205.38,7.71,9.77,23.85,6.75,0.3,42.19,19.6,1.01,2.76,0.82,139.0
Hyderabad,17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63.0
Jorapokhar,217.13,91.23,7.13,6.97,23.85,6.71,0.3,18.95,8.24,1.01,2.76,0.82,76.0
Delhi,106.85,186.91,21.91,31.1,12.39,44.32,0.33,7.65,35.14,0.71,2.56,0.08,211.0
Mumbai,57.49,159.6,40.58,44.05,84.54,7.21,1.87,29.7,38.71,1.01,1.44,0.45,136.0
Chennai,52.59,48.55,6.71,11.21,16.92,15.32,0.92,8.24,70.18,0.31,1.62,0.82,153.0
Delhi,28.33,78.11,19.0,26.0,32.0,23.37,0.78,9.77,23.21,1.36,24.81,0.06,91.0
Patna,179.71,158.08,27.35,28.36,54.57,49.8,1.6,6.85,21.19,0.2,0.73,0.55,365.0
Thiruvananthapuram,17.852999999999998,35.119,1.374,7.832,0.0,2.78,0.0,3.738,6.281000000000001,1.01,2.76,0.82,54.0
Chennai,28.74,31.54,6.64,16.17,22.76,39.28,0.84,4.55,32.68,0.07,0.43,0.82,87.0
Mumbai,25.5,58.53,123.26,8.94,85.93464516129033,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Gurugram,132.57,395.4,6.69,30.39,23.17,39.69,2.06,9.9,25.37,0.04,4.39,10.64,294.0
Lucknow,135.49,97.965,16.72,58.11,37.19,27.09,0.36,12.84,41.64,0.0,0.0,0.82,281.0
Ahmedabad,54.75,141.54,6.99,43.7,14.29,16.645,6.99,19.99,76.37,4.06,32.31,6.94,172.0
Other Cities,78.14,134.65,25.71,23.59,30.67,16.08,0.42,14.85,19.18,0.2,0.05,0.66,124.0
Jorapokhar,36.6493220338983,69.58,8.02,7.6,23.85,6.61,1.77,10.06,22.52,1.01,2.76,0.82,114.0
Other Cities,14.15,33.6,1.88,6.87,5.11,25.67,0.3,13.13,24.25,2.96,0.29,0.88,37.0
Ahmedabad,47.67,182.75,25.81,53.56,53.89,16.645,25.81,51.27,57.64,2.14,32.05,0.52,523.0
Hyderabad,237.79,93.0,7.75,9.84,17.42,24.94,0.78,8.05,48.34,0.37081081081081085,1.484864864864865,8.587567567567568,165.0
Lucknow,47.24,97.965,7.66,11.49,14.045142857142856,8.91,1.63,2.85,19.58,0.31,1.07,0.82,87.0
Jaipur,28.57,81.65,10.62,19.4,26.06,12.2,0.75,11.17,25.5,1.06,15.81,0.82,100.0
Mumbai,25.5,58.53,123.26,8.94,112.09627956989249,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Ahmedabad,69.38,171.87,19.2,145.75,92.99,16.645,19.2,37.85,7.21,6.3,80.04,1.48,371.0
Ahmedabad,3.59,141.54,11.26,14.17,25.44,16.645,11.26,9.6,20.38,0.0,4.02,0.46,244.0
Ahmedabad,73.18,193.22,31.41,94.67,69.62,16.645,31.41,62.73,46.23,1.79,32.61,0.56,528.0
Jorapokhar,217.13,86.95,7.03,7.12,23.85,6.61,0.39,29.98,18.93,1.01,2.76,0.82,112.0
Jaipur,41.35,102.11,5.91,37.77,35.84,27.44,0.84,10.17,45.97,2.8,9.56,0.82,94.0
Bengaluru,26.66,59.29,5.34,23.43,25.93,13.36,0.96,5.8,29.97,0.45,1.05,0.82,66.0
Chennai,61.69,48.55,12.83,10.08,17.57,23.16,1.89,12.7,41.98,2.0883333333333334,40.72,0.82,176.0
Thiruvananthapuram,18.36,47.16,3.01,5.68,7.91,5.59,0.46,5.36,38.72,1.01,2.76,0.82,58.0
Other Cities,8.73,18.33,4.64,16.26,11.66,10.3,0.38,17.54,29.47,0.09,0.54,0.2,36.0
Patna,38.57,158.08,25.2,23.07,48.28,49.8,1.66,9.27,17.78,0.17,0.88,0.46,73.0
Amritsar,14.812800000000001,19.9,12.57,7.92,20.49,3.58,0.17375000000000002,8.37,34.38,1.72,1.27,7.2,39.0
Hyderabad,32.75,93.0,8.17,9.74,17.56,24.94,0.73,8.38,33.49,0.32891891891891895,1.6835135135135135,6.313243243243244,114.0
Thiruvananthapuram,16.49,33.07,0.7,3.0,1.9,1.86,0.85,1.42,33.96,1.01,2.76,0.82,56.0
Jorapokhar,217.13,559.79,7.5,7.71,23.85,6.68,0.0,77.15,31.63,1.01,2.76,0.82,483.0
Ahmedabad,51.74,141.54,8.91,12.38,21.28,16.645,8.91,10.05,5.78,2.15,3.64,0.27,200.0
Hyderabad,49.62,97.93,9.76,35.86,23.05,16.9,0.58,13.5,51.23,5.08,24.64,3.75,114.0
Chennai,31.49,48.55,5.43,12.65,16.81,128.37,1.62,5.31,65.97,6.456666666666667,40.45,0.82,105.0
Visakhapatnam,102.42,213.54,5.7,29.75,20.46,12.18,0.96,14.97,128.67,3.05,4.94,1.03,199.0
Visakhapatnam,13.1,27.08,5.88,14.82,12.59,3.82,0.74,4.74,42.26,2.61,4.33,1.05,85.0
Patna,133.04,158.08,57.97,122.91,67.0,49.8,1.24,46.97,22.17,2.67,22.77,10.23,281.0
Chennai,41.96,48.55,10.4,18.5,28.9,22.0,0.78,5.85,35.48,0.03,0.05,0.82,68.0
Mumbai,25.5,58.53,123.26,8.94,34.04,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Patna,146.86,158.08,46.43,31.03,77.46,49.8,1.46,4.86,20.18,0.3,0.9,0.51,317.0
Visakhapatnam,23.14,78.4,0.73,23.73,13.11,8.82,0.11,6.94,38.06,4.28,8.47,2.37,62.0
Bengaluru,35.8,130.25,10.26,25.46,0.0,24.15,1.9,5.08,22.33,0.78,4.12,0.82,102.0
Ahmedabad,72.58094827586206,141.54,9.620387931034482,30.164310344827587,39.780517241379314,16.645,9.620387931034482,12.066724137931034,40.76038793103448,3.992887931034483,8.663103448275862,1.8062068965517244,306.9098712446352
Thiruvananthapuram,20.26,39.46,7.83,10.53,15.48,6.47,0.52,5.15,31.41,1.01,2.76,0.82,56.0
Jaipur,29.8,74.68,6.2,14.66,19.36,26.29,0.64,9.48,61.08,0.72,1.39,0.82,80.0
Lucknow,38.9,97.965,7.93,20.1,17.02,11.9,0.98,3.97,46.84,8.8,12.49,0.82,81.0
Chennai,36.15,84.54,9.01,14.62,23.07,44.53,0.69,19.12,38.15,0.77,0.02,0.82,72.0
Other Cities,136.76,453.21,23.83,28.8,35.56,6.04,1.15,22.78,13.63,0.71,2.46,1.86,251.0
Amritsar,46.96,117.05,13.829019607843136,8.24,19.006274509803923,5.14,0.8,4.5,36.77980392156863,1.3009803921568628,3.111176470588235,5.143529411764705,104.0
Amritsar,71.27,156.66,21.07,14.77,29.73,12.55,0.31,9.85,30.07,1.79,1.9,1.9,134.0
Hyderabad,43.62,93.0,8.43,14.44,22.2,24.94,0.82,8.09,43.08,0.381981981981982,1.431891891891892,9.194054054054055,117.0
Delhi,95.52,167.64,55.13,57.84,99.81,52.94,1.56,20.52,97.74,4.21,13.34,0.0,267.0
Chennai,40.54,48.55,4.86,10.08,10.75,68.32485436893204,0.01,7.89,20.81,0.0,0.0,0.82,76.0
Gurugram,37.77,395.4,3.59,7.16,4.92,39.69,0.35,2.5,40.13,0.86,8.63,10.64,84.1304347826087
Mumbai,13.23,52.16,13.76,12.4,26.17,7.21,1.14,12.25,22.52,0.53,1.44,0.45,63.0
Patna,35.51,172.7,60.69,14.78,54.67,9.41,0.56,11.0,51.9,2.48,4.34,2.93,191.0
Jaipur,52.94,137.88,8.89,29.2,33.77,20.57,0.73,9.33,71.21,0.35,0.88,0.82,146.0
Lucknow,17.57,97.965,5.95,19.0,14.85,9.93,1.29,4.16,20.28,0.62,2.56,0.82,81.0
Ahmedabad,171.4300588235294,141.54,14.14718309859155,13.3936338028169,21.693117647058823,16.645,14.14718309859155,66.04921126760563,34.28764705882353,0.0,0.0,0.0,350.48973607038124
Bengaluru,9.16,22.16,2.64,9.72,9.4,5.7,0.6,6.78,20.96,0.52,2.56,0.82,49.0
Lucknow,59.38,97.965,5.06,19.31,13.81,37.37,1.07,10.59,21.52,19.46,10.89,0.82,125.0
Delhi,108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,0.0,314.0
Gurugram,147.1,261.71,26.71,22.95,38.99,39.69,0.88,12.94,42.72,2.27,6.41,10.64,289.0
Bengaluru,23.25,47.66,12.4,26.34,29.87,16.35,0.85,3.66,14.77,0.76,2.04,0.82,67.0
Thiruvananthapuram,13.55,27.57,0.88,2.59,1.87,2.85,0.83,7.1,27.76,1.01,2.76,0.82,61.0
Visakhapatnam,28.19,86.03,20.98,26.8,31.31,8.29,0.56,2.81,21.05,4.7,12.99,3.56,70.0
Patna,20.74,158.08,5.49,13.35,6.78,49.8,0.47,47.79,69.71000000000001,0.0,0.0,0.0,60.0
Other Cities,25.81,156.76,10.41,9.44,0.0,4.27,0.0,1.82,27.33,0.0,0.0,0.1,136.0
Other Cities,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27.0,30.84,0.03,7.96,12.4,59.0
Chennai,53.49,48.55,7.35,14.57,18.54,44.64,1.06,11.88,14.3,6.14,2.8046153846153845,0.82,106.0
Jaipur,27.09,59.48,11.48,26.06,31.55,55.72,0.7,10.67,21.93,0.64,4.66,0.82,74.0
Patna,29.67,158.08,14.42,56.68,23.43,49.8,1.8,46.27,61.11,0.89,5.88,4.02,148.0
Other Cities,26.24,62.75,4.86,31.44,36.31,14.9,1.68,1.36,15.26,1.28,0.12,0.1,65.0
Other Cities,40.66,82.62,4.78,23.58,16.52,21.37,0.76,10.9,38.55,0.05,0.03,0.1,103.0
Patna,44.42,158.08,17.24,52.32,24.01,49.8,0.91,15.27,66.4,3.11,34.57,18.76,90.0
Ahmedabad,36.42,141.54,30.52,49.52,46.93,16.645,30.52,37.17,3.29,5.56,58.37,0.65,472.0
Hyderabad,50.23,86.93,2.88,25.29,15.62,20.92,0.42,4.35,36.53,0.42,1.55,0.09,119.0
Thiruvananthapuram,12.16,35.43,1.0,4.98,2.75,1.74,0.88,2.38,24.0,1.01,2.76,0.82,57.0
Gurugram,394.28,581.44,22.92,58.23,55.11,39.69,1.92,27.89,41.66,2.01,6.01,10.64,476.0
Gurugram,254.56,341.94,90.85,47.71,102.08,39.69,1.07,12.53,34.78,9.65,19.97,10.64,420.0
Visakhapatnam,75.39,135.51,4.576666666666666,32.806666666666665,21.163333333333334,13.85,0.8400000000000001,7.073333333333333,117.94333333333334,4.68,7.95,2.4166666666666665,149.5
Patna,260.02,158.08,34.44,69.93,39.86,49.8,2.44,50.29,30.67,0.64,2.65,1.31,405.0
Visakhapatnam,19.72,42.65,14.08,13.58,18.62,8.15,0.96,4.49,13.87,2.05,3.83,0.84,108.0
Hyderabad,12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,0.09,1.15,0.16,56.0
Visakhapatnam,99.81,212.2,36.94,71.07,67.85,15.66,1.19,11.1,52.71,5.81,8.12,3.69,205.0
Lucknow,40.9,97.965,3.23,15.78,6.24,8.91,1.41,1.79,32.45,0.48,6.4725,0.82,85.0
Lucknow,61.428571428571416,97.965,8.057142857142857,37.388571428571424,4.026428571428571,8.91,1.397142857142857,10.835,59.14642857142856,3.9776470588235293,1.151176470588235,0.82,232.22222222222223
Hyderabad,33.83,74.91,3.68,31.53,19.53,15.07,0.63,5.28,45.59,0.97,5.2,0.95,101.0
Mumbai,25.5,58.53,123.26,8.94,25.364774193548385,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Mumbai,21.86,85.4,31.26,19.2,50.47,7.21,1.84,24.52,18.42,0.33,1.44,0.45,96.0
Hyderabad,55.59,129.12,5.27,45.3,27.68,14.27,0.6,9.83,26.37,1.95,16.23,4.16,120.0
Chennai,68.14,48.55,2.54,9.96,8.59,71.94087378640776,0.03,4.97,29.14,0.03,0.0,0.82,184.0
Chennai,56.12,48.55,7.86,14.52,18.89,40.63,1.27,11.79,14.3,6.01,10.17,0.82,100.0
Patna,47.9,158.08,15.9,24.67,40.57,49.8,1.3,2.43,19.15,0.13,0.77,0.31,166.0
Hyderabad,525.09,94.0,16.96,19.14,34.7,10.53,1.57,8.75,37.36,2.16,13.13,2.85,442.0
Hyderabad,67.69,149.79,5.49,46.08,28.63,23.34,0.84,8.69,50.19,2.79,17.05,3.9,140.0
Mumbai,15.37,58.9,10.26,16.35,26.61,7.21,1.02,11.8,24.89,0.74,1.44,0.45,62.0
Bengaluru,24.03,90.54,3.55,25.75,0.0,23.87,0.61,6.85,7.75,1.0,0.85,0.82,53.0
Lucknow,151.75,97.965,11.85,26.38,21.7,54.0,0.98,8.44,71.36,1.0,5.67,0.82,295.0
Mumbai,25.5,58.53,123.26,8.94,19.22,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Lucknow,18.64,97.965,3.17,11.83,4.22,8.91,1.42,12.53,25.73,0.12,0.25,0.82,75.0
Visakhapatnam,51.64,108.06,10.31,41.97,30.71,11.16,0.68,16.68,17.12,5.31,9.47,2.61,110.0
Bengaluru,24.53,38.64,9.1,30.26,0.0,23.86,0.58,7.02,13.82,0.68,0.54,0.82,54.0
Lucknow,58.15,97.965,12.93,15.38,18.03,1.39,1.18,10.77,20.46,1.93,4.98,0.82,147.0
Gurugram,120.47,395.4,15.48,13.39,15.09,39.69,0.2,4.22,21.46,0.86,8.63,10.64,202.0
Ahmedabad,114.38364705882353,141.54,96.63788732394367,21.020225352112675,34.53329411764706,16.645,96.63788732394367,64.29940845070422,25.434117647058823,0.0,0.0,0.0,219.86217008797652
Jaipur,49.52,125.88,13.52,27.89,35.53,20.44,0.92,15.17,36.04,0.68,1.88,0.82,108.0
Lucknow,38.51,97.965,9.98,27.41,26.3,28.82,1.34,3.94,23.28,0.05,1.33,0.82,96.0
Ahmedabad,25.91,73.35,4.78,13.82,10.29,16.645,0.4,10.58,44.44,1.8,10.39,0.75,101.0
Gurugram,81.18,210.02,19.59,22.71,32.88,39.69,0.72,3.57,36.9,0.99,4.559429657794676,10.64,211.0
Bengaluru,30.02,94.22,7.64,51.77,26.54,32.18818181818182,0.98,4.28,59.57,2.4975,16.819,0.82,102.0
Jorapokhar,217.13,99.72,7.897777777777779,9.067777777777778,23.85,6.75,0.31,20.21,8.33,1.01,2.76,0.82,71.0
Bengaluru,74.1,125.23,4.58,37.38,0.0,24.92,0.61,5.51,59.48,4.82,4.63,0.82,130.0
Patna,172.53,158.08,11.47,24.01,13.4,49.8,1.96,50.87,65.03,0.41,3.89,1.36,327.0
Patna,70.53,134.29,55.63,57.59,86.43,22.81,1.26,11.98,19.29,3.29,7.75,0.94,163.0
Hyderabad,48.05,80.7,3.48,19.75,12.85,11.34,0.55,6.67,33.65,1.62,6.22,0.35,88.0
Jaipur,65.66,169.44,32.37,64.87,87.92,26.91,1.41,7.55,69.73,1.3,23.83,0.82,167.0
Amritsar,66.98,111.23,23.01,66.24,78.47,42.74,0.73,25.191538461538464,29.25,5.57,2.19,10.8,110.0
Bengaluru,83.374,82.18,20.75,32.27,0.0,89.78200000000001,0.59,5.81,9.67,0.51,0.42,0.82,85.0
Thiruvananthapuram,42.99,73.04,1.72,11.27,7.38,5.08,0.92,7.86,67.81,1.01,2.76,0.82,121.0
Mumbai,20.09,62.74,25.17,23.86,48.84,17.7,0.72,15.36,10.7,5.97,1.44,0.45,71.0
Amritsar,52.95,159.99,16.61529411764706,16.91,14.514117647058823,9.21,0.29,6.02,25.44705882352941,1.994705882352941,3.2476470588235293,2.652941176470588,122.4
Mumbai,25.5,58.53,123.26,8.94,45.2,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Lucknow,21.08,97.965,17.59,10.27,4.22,8.91,1.51,8.69,21.76,0.14,0.22,0.82,75.0
Ahmedabad,69.51,141.54,54.2,85.74,53.69,16.645,54.2,69.03,63.51,4.13,32.34,7.03,559.0
